card_name,product_id,set_code,set_name,rarity,product_line
Nimble Angler,67224,ABYR-EN031,Abyss Rising,Effect Monster,yugioh
Gandora-G the Dragon of Destruction,546765,LEDE-EN001,Legacy of Destruction,Effect Monster,yugioh
Hot Red Dragon Archfiend Abyss,186947,DUPO-EN057,Duel Power,Synchro/Effect Monster,yugioh
Nadir Servant,249098,MP21-EN135,2021 Tin of Ancient Battles,Normal Spell,yugioh
Sprind the Irondash Dragon,268037,SDAZ-EN045,Structure Deck: Albaz Strike,Fusion/Effect Monster,yugioh
Spright Sprind,554952,BLTR-EN095,Battles of Legend: Terminal Revenge,Link/Effect Monster,yugioh
Nimble Beaver,174982,MP18-EN129,2018 Mega-Tins Mega Pack,Effect Monster,yugioh
Dogmatika Punishment,524742,RA01-EN076,25th Anniversary Rarity Collection,Normal Trap,yugioh
"Girsu, the Orcust Mekk-Knight",249065,MP21-EN056,2021 Tin of Ancient Battles,Effect Monster,yugioh
Stake your Soul!,579616,MP24-EN142,25th Anniversary Tin: Dueling Mirrors,Normal Spell,yugioh
Ultimate Fusion,262316,BACH-EN051,Battle of Chaos,Quick-Play Spell,yugioh
R.B. VALCan Booster,639430,DUAD-EN093,Duelist's Advance,Link/Effect Monster,yugioh
Elemental HERO Electrum,57958,RYMP,Ra Yellow Mega Pack,Common,Yu-Gi-Oh
Elemental HERO Mudballman,57959,RYMP,Ra Yellow Mega Pack,Common,Yu-Gi-Oh
Borrelsword Dragon,170660,CYHO-EN034,Cybernetic Horizon,Link/Effect Monster,yugioh
The Agent of Wisdom - Mercury,23217,AST,Ancient Sanctuary,Rare,Yu-Gi-Oh
Spright Starter (Platinum Secret Rare),687107,RA05,Rarity Collection 5,Platinum Secret Rare,Yu-Gi-Oh
YummyusmentAcroquey,687139,RA05,Rarity Collection 5,Super Rare,Yu-Gi-Oh
Rainbow Neos,57960,RYMP,Ra Yellow Mega Pack,Common,Yu-Gi-Oh
Dimensional Barrier,199600,DUDE-EN048,Duel Devastator,Normal Trap,yugioh
Manju of the Ten Thousand Hands,26495,CP04-EN017,Champion Pack 4,Effect Monster,yugioh
Grisaille Prison,127850,FUEN-EN059,Fusion Enforcers,Normal Trap,yugioh
King of the Feral Imps,68156,LTGY-EN056,Lord of the Tachyon Galaxy,Xyz/Effect Monster,yugioh
Cyber Dragon Infinity,122534,MP16-EN237,2016 Mega-Tins Mega Pack,Xyz/Effect Monster,yugioh
"Rciela, Sinister Soul of the White Forest",559222,INFO-EN039,The Infinite Forbidden,Synchro/Tuner/Effect Monster,yugioh
Alba-Lenatus the Abyss Dragon,271706,DIFO-EN035,Dimension Force,Fusion/Effect Monster,yugioh
Koa'ki Meiru Drago,218004,BLAR-EN059,Battles of Legend: Armageddon,Effect Monster,yugioh
Alligator's Sword,71554,LCJW-EN012,Legendary Collection 4: Joey's World,Normal Monster,yugioh
Foolish Burial Goods,227479,MAGO-EN054,Maximum Gold,Normal Spell,yugioh
Divine Scorpion Beast of Serket,622003,MZTM-EN005,Maze of the Master,Fusion/Effect Monster,yugioh
Grisaille Prison,72417,SHSP-EN078,Shadow Specters,Normal Trap,yugioh
Rucia of the White Forest,620253,OP27-EN009,OTS Tournament Pack 27,Tuner/Effect Monster,yugioh
Bonfire,592687,RA03-EN073,Quarter Century Bonanza,Normal Spell,yugioh
Alligator's Sword,183669,SS02-ENB05,Speed Duel Decks: Duelists of Tomorrow,Normal Monster,yugioh
Dimensional Barrier,141659,MP17-EN163,2017 Mega-Tins Mega Pack,Normal Trap,yugioh
Defense of the Temple,622005,MZTM-EN007,Maze of the Master,Normal Spell,yugioh
Swordstalker,542256,KC01,25th Anniversary Ultimate Kaiba Set,Ultra Rare,Yu-Gi-Oh
Steel Ogre Grotto #2,542258,KC01,25th Anniversary Ultimate Kaiba Set,Ultra Rare,Yu-Gi-Oh
Gyakutenno Megami,542259,KC01,25th Anniversary Ultimate Kaiba Set,Ultra Rare,Yu-Gi-Oh
Koa'ki Meiru Drago,31867,RGBT-EN024,Raging Battle,Effect Monster,yugioh
Bonfire,579607,MP24-EN133,25th Anniversary Tin: Dueling Mirrors,Normal Spell,yugioh
Full Armored Utopic Ray Lancer,554852,BLTR-EN003,Battles of Legend: Terminal Revenge,Xyz/Effect Monster,yugioh
Dimensional Barrier,149344,SDCL-EN039,Structure Deck: Cyberse Link,Normal Trap,yugioh
Reinforcement of the Army,66973,LCYW-EN173,Legendary Collection 3: Yugi's World,Normal Spell,yugioh
N.As.H. Knight,645284,JUSH-EN059,Justice Hunters,Xyz/Effect Monster,yugioh
Dangers of the Divine,622006,MZTM-EN008,Maze of the Master,Quick-Play Spell,yugioh
Kurikara Divincarnate,279993,POTE-EN031,Power of the Elements,Effect Monster,yugioh
Reinforcement of the Army,95861,SDHS-EN032,Structure Deck: HERO Strike,Normal Spell,yugioh
Reinforcement of the Army,103934,SDSE-EN028,Structure Deck: Synchron Extreme,Normal Spell,yugioh
Reinforcement of the Army,22343,LOD-028,Legacy of Darkness,Normal Spell,yugioh
Dimensional Barrier,524688,RA01-EN072,25th Anniversary Rarity Collection,Normal Trap,yugioh
Alligator's Sword,123574,LDK2-ENJ08,Legendary Decks II,Normal Monster,yugioh
Reinforcement of the Army,167214,DASA-EN053,Dark Saviors,Normal Spell,yugioh
Evolzar Laggia,57303,PHSW-EN043,Photon Shockwave,Xyz/Effect Monster,yugioh
Reinforcement of the Army,59867,SDWA-EN025,Structure Deck: Samurai Warlords,Normal Spell,yugioh
Rock of the Vanquisher,579615,MP24-EN141,25th Anniversary Tin: Dueling Mirrors,Link/Effect Monster,yugioh
Sword Ryzeal,651518,MP25-EN118,2025 Mega-Pack,Effect Monster,yugioh
Reinforcement of the Army,71721,LCJW-EN286,Legendary Collection 4: Joey's World,Normal Spell,yugioh
Vanquish Soul Caesar Valius,497879,WISU-EN021,Wild Survivors,Effect Monster,yugioh
Reinforcement of the Army,228091,SBCB-EN160,Speed Duel: Battle City Box,Normal Spell,yugioh
Dimensional Barrier,124795,INOV-EN078,Invasion: Vengeance,Normal Trap,yugioh
Black Rose Moonlight Dragon,106041,HSRD-EN044,High-Speed Riders,Synchro/Effect Monster,yugioh
Dimensional Barrier,225000,SDCH-EN035,Structure Deck: Spirit Charmers,Normal Trap,yugioh
Elemental HERO Divine Neos,57961,RYMP,Ra Yellow Mega Pack,Common,Yu-Gi-Oh
The Agent of Creation - Venus,23218,AST,Ancient Sanctuary,Rare,Yu-Gi-Oh
Dragon's Mind (Platinum Secret Rare),687191,RA05,Rarity Collection 5,Platinum Secret Rare,Yu-Gi-Oh
"Maxx ""C"" (Starlight Rare)",687208,RA05,Rarity Collection 5,Starlight Rare,Yu-Gi-Oh
The Flute of Summoning Kuriboh,57963,RYMP,Ra Yellow Mega Pack,Common,Yu-Gi-Oh
H - Heated Heart,57964,RYMP,Ra Yellow Mega Pack,Secret Rare,Yu-Gi-Oh
The Agent of Force - Mars,23219,AST,Ancient Sanctuary,Super Rare,Yu-Gi-Oh
Manju of the Ten Thousand Hands,497921,WISU-EN046,Wild Survivors,Effect Monster,yugioh
King of the Feral Imps,92583,MP14-EN033,2014 Mega-Tins Mega Pack,Xyz/Effect Monster,yugioh
Ghost Reaper & Winter Cherries,141317,MP17-EN022,2017 Mega-Tins Mega Pack,Tuner/Effect Monster,yugioh
Reinforcement of the Army,24543,SD5-EN024,Structure Deck: Warrior's Triumph,Normal Spell,yugioh
Reinforcement of the Army,489443,SGX3-END11,Speed Duel GX: Duelists of Shadows,Normal Spell,yugioh
Foolish Burial,208992,SDSH-EN029,Structure Deck: Shaddoll Showdown,Normal Spell,yugioh
Reinforcement of the Army,227469,MAGO-EN046,Maximum Gold,Normal Spell,yugioh
Manju of the Ten Thousand Hands,487235,IOC-EN088,Invasion of Chaos (25th Anniversary Edition),Effect Monster,yugioh
Vanquish Soul Snow Devil,520562,AGOV-EN078,Age of Overlord,Normal Trap,yugioh
Ryzeal Cross,651663,MP25-EN264,2025 Mega-Pack,Field Spell,yugioh
CXyz N.As.Ch. Knight,645285,JUSH-EN060,Justice Hunters,Xyz/Effect Monster,yugioh
Ryzeal Duo Drive,651838,MP25-EN439,2025 Mega-Pack,Xyz/Effect Monster,yugioh
Foolish Burial Goods,169494,BLRR-EN095,Battles of Legend: Relentless Revenge,Normal Spell,yugioh
Foolish Burial Goods,167219,DASA-EN058,Dark Saviors,Normal Spell,yugioh
Rucia of the White Forest,651615,MP25-EN215,2025 Mega-Pack,Tuner/Effect Monster,yugioh
Filia Diabell,629445,ALIN-EN057,Alliance Insight,Normal Spell,yugioh
"Diabell, Queen of the White Forest",651621,MP25-EN221,2025 Mega-Pack,Synchro/Effect Monster,yugioh
Ghost Reaper & Winter Cherries,179250,AC18-EN022,Advent Calendar 2018,Tuner/Effect Monster,yugioh
Reinforcement of the Army,600274,SBC2-ENC14,Speed Duel: Battle City Finals,Normal Spell,yugioh
Reinforcement of the Army,67110,HL06-EN004,Hobby League 6,Normal Spell,yugioh
Gadget Soldier,542260,KC01,25th Anniversary Ultimate Kaiba Set,Ultra Rare,Yu-Gi-Oh
Rude Kaiser,542261,KC01,25th Anniversary Ultimate Kaiba Set,Ultra Rare,Yu-Gi-Oh
Reinforcement of the Army,81690,PGLD-EN058,Premium Gold,Normal Spell,yugioh
Reinforcement of the Army,111899,WIRA-EN052,Wing Raiders,Normal Spell,yugioh
Reinforcement of the Army,120319,SR02-EN031,Structure Deck: Rise of the True Dragons,Normal Spell,yugioh
Black Rose Moonlight Dragon,230357,LDS2-EN112,Legendary Duelists: Season 2,Synchro/Effect Monster,yugioh
Manju of the Ten Thousand Hands,96102,THSF-EN033,The Secret Forces,Effect Monster,yugioh
Manju of the Ten Thousand Hands,264163,OP18-EN013,OTS Tournament Pack 18,Effect Monster,yugioh
Vorse Raider,542264,KC01,25th Anniversary Ultimate Kaiba Set,Ultra Rare,Yu-Gi-Oh
Orcustrated Core,178111,SOFU,Soul Fusion,Common,Yu-Gi-Oh
Reinforcement of the Army,24326,DB2-EN147,Dark Beginning 2,Normal Spell,yugioh
R - Righteous Justice,57966,RYMP,Ra Yellow Mega Pack,Secret Rare,Yu-Gi-Oh
The Unhappy Girl,23220,AST,Ancient Sanctuary,Common,Yu-Gi-Oh
O - Oversoul,57967,RYMP,Ra Yellow Mega Pack,Secret Rare,Yu-Gi-Oh
Soul-Absorbing Bone Tower,23221,AST,Ancient Sanctuary,Rare,Yu-Gi-Oh
Photon Strike Bounzer,79883,SP14-EN024,Star Pack 2014,Xyz/Effect Monster,yugioh
Torrential Tribute,170220,YS18-EN037,Starter Deck: Codebreaker,Normal Trap,yugioh
Manju of the Ten Thousand Hands,23175,IOC-088,Invasion of Chaos,Effect Monster,yugioh
Daigusto Emeral,115850,PGL3-EN065,Premium Gold: Infinite Gold,Xyz/Effect Monster,yugioh
The Winged Dragon of Ra,38506,JUMP-EN045,Shonen Jump Magazine Promos,Effect Monster,yugioh
Mystical Space Typhoon (Starlight Rare),687254,RA05,Rarity Collection 5,Starlight Rare,Yu-Gi-Oh
Koa'ki Meiru Drago,66683,TU03-EN015,Turbo Pack: Booster Three,Effect Monster,yugioh
Sword Ryzeal,599840,CRBR-EN001,Crossover Breakers,Effect Monster,yugioh
Manju of the Ten Thousand Hands,24710,DR2-EN089,Dark Revelation Volume 2,Effect Monster,yugioh
Daigusto Emeral,533155,STAX-EN041,2-Player Starter Set,Effect Xyz Monster,yugioh
X-Head Cannon (Japanese Artwork),542266,KC01,25th Anniversary Ultimate Kaiba Set,Ultra Rare,Yu-Gi-Oh
Dinomorphia Rexterm,271726,DIFO-EN038,Dimension Force,Fusion/Effect Monster,yugioh
"Gameciel, the Sea Turtle Kaiju",122461,MP16-EN164,2016 Mega-Tins Mega Pack,Effect Monster,yugioh
Manju of the Ten Thousand Hands,67050,LCYW-EN250,Legendary Collection 3: Yugi's World,Effect Monster,yugioh
Supreme King Z-ARC,174809,MP18-EN011,2018 Mega-Tins Mega Pack,Fusion/Pendulum/Effect Monster,yugioh
The Winged Dragon of Ra,79081,LC01-EN003,Legendary Collection 1,Normal Monster,yugioh
Torrential Tribute,32253,GLD1-EN040,Gold Series 2008,Normal Trap,yugioh
Dinomorphia Rexterm,514600,MP23-EN082,25th Anniversary Tin: Dueling Heroes Mega Pack,Fusion/Effect Monster,yugioh
The Winged Dragon of Ra,543122,LDK2-ENS03,Legendary Decks II (2020 Reprint),Effect Monster,yugioh
Torrential Tribute,81692,PGLD-EN060,Premium Gold,Normal Trap,yugioh
Odd-Eyes Rebellion Dragon Overlord,269247,GFP2-EN004,Ghosts From the Past: The 2nd Haunting,Xyz/Pendulum/Effect Monster,yugioh
Torrential Tribute,138058,YS17-EN035,Starter Deck: Link Strike,Normal Trap,yugioh
Dinomorphia Kentregina,514631,MP23-EN020,25th Anniversary Tin: Dueling Heroes Mega Pack,Fusion/Effect Monster,yugioh
Alligator's Sword,131351,WP11-EN012,World Championship 2011 Card Pack,Normal Monster,yugioh
Supreme King Z-ARC,207039,LED6-EN054,Legendary Duelists: Magical Hero,Fusion/Pendulum/Effect Monster,yugioh
Torrential Tribute,22532,LON-025,Labyrinth of Nightmare,Normal Trap,yugioh
Daigusto Emeral,81567,DT07-EN036,Duel Terminal 7,Xyz/Effect Monster,yugioh
Torrential Tribute,23764,DB1-EN228,Dark Beginning 1,Normal Trap,yugioh
Torrential Tribute,47154,SDLS-EN035,Structure Deck: Lost Sanctuary,Normal Trap,yugioh
Torrential Tribute,95028,NKRT-EN043,Noble Knights of the Round Table Box Set,Normal Trap,yugioh
King of the Feral Imps,238062,ANGU-EN049,Ancient Guardians,Xyz/Effect Monster,yugioh
Dinomorphia Intact,524384,OP23-EN013,OTS Tournament Pack 23,Counter Trap,yugioh
Harpie's Feather Storm,129601,DUSA-EN027,Duelist Saga,Normal Trap,yugioh
The Winged Dragon of Ra,81663,PGLD-EN031,Premium Gold,Effect Monster,yugioh
Dinomorphia Kentregina,262297,BACH-EN038,Battle of Chaos,Fusion/Effect Monster,yugioh
Alligator's Sword,66779,TU08-EN006,Turbo Pack: Booster Eight,"",yugioh
Dimensional Barrier,268031,SDAZ-EN039,Structure Deck: Albaz Strike,Normal Trap,yugioh
Torrential Tribute,67154,SDRE-EN036,Structure Deck: Realm of the Sea Emperor,Normal Trap,yugioh
The Winged Dragon of Ra,123483,LDK2-ENS03,Legendary Decks II,Effect Monster,yugioh
Torrential Tribute,71705,LCJW-EN294,Legendary Collection 4: Joey's World,Normal Trap,yugioh
Evolzar Laggia,129662,DUSA-EN088,Duelist Saga,Xyz/Effect Monster,yugioh
Instant Fusion,57969,RYMP-EN028,Ra Yellow Mega Pack,Normal Spell,yugioh
Dinomorphia Domain,262335,BACH-EN068,Battle of Chaos,Normal Trap,yugioh
Ryzeal Detonator,599847,CRBR-EN007,Crossover Breakers,Xyz/Effect Monster,yugioh
Alligator's Sword,164467,WCPP-EN007,World Championship 2010 Card Pack,Normal Monster,yugioh
Alba-Lenatus the Abyss Dragon,514597,MP23-EN080,25th Anniversary Tin: Dueling Heroes Mega Pack,Fusion/Effect Monster,yugioh
Dinomorphia Intact,579674,MP24-EN200,25th Anniversary Tin: Dueling Mirrors,Counter Trap,yugioh
Hero Flash!!,57968,RYMP,Ra Yellow Mega Pack,Secret Rare,Yu-Gi-Oh
Manju of the Ten Thousand Hands,477006,IOC-EN088,Invasion of Chaos (Worldwide English),Effect Monster,yugioh
Dinomorphia Intact,493931,CYAC-EN076,Cyberstorm Access,Counter Trap,yugioh
The Winged Dragon of Ra,108331,YGLD-ENG03,King of Games: Yugi's Legendary Decks,Normal Monster,yugioh
Manju of the Ten Thousand Hands,269501,GFP2-EN099,Ghosts From the Past: The 2nd Haunting,Effect Monster,yugioh
Daigusto Emeral,210290,DUOV-EN081,Duel Overload,Xyz/Effect Monster,yugioh
"World Legacy - ""World Chalice""",164865,OP07-EN006,OTS Tournament Pack 7,Effect Monster,yugioh
Alligator's Sword,512251,SBC1-ENB08,Speed Duel: Streets of Battle City,Normal Monster,yugioh
The Kick Man,23222,AST,Ancient Sanctuary,Common,Yu-Gi-Oh
Magic Cylinder (Starlight Rare),687277,RA05,Rarity Collection 5,Starlight Rare,Yu-Gi-Oh
The Winged Dragon of Ra (Starlight Rare),687291,RA05,Rarity Collection 5,Starlight Rare,Yu-Gi-Oh
Hero Mask,57971,RYMP,Ra Yellow Mega Pack,Common,Yu-Gi-Oh
Hero Signal,57972,RYMP,Ra Yellow Mega Pack,Super Rare,Yu-Gi-Oh
Vampire Lady,23223,AST,Ancient Sanctuary,Common,Yu-Gi-Oh
Adamancipator Risen - Dragite,555097,OP25-EN019,OTS Tournament Pack 25,Synchro/Effect Monster,yugioh
True King of All Calamities,203892,MYFI-EN049,Mystic Fighters,Xyz/Effect Monster,yugioh
Torrential Tribute,78205,RP02-EN034,Retro Pack 2,Normal Trap,yugioh
Eria the Water Channeler,651807,MP25-EN408,2025 Mega-Pack,Effect Monster,yugioh
Deep Sea Diva,216627,OP13-EN004,OTS Tournament Pack 13,Tuner/Effect monster,yugioh
"Poseidra Abyss, the Atlantean Dragon Lord",650913,25LP-EN012,Limited Pack World Championship 2025,Xyz/Effect Monster,yugioh
Needle Ceiling,24411,DB2-EN242,Dark Beginning 2,Normal Trap,yugioh
Number 67: Pair-a-Dice Smasher,169412,BLRR-EN031,Battles of Legend: Relentless Revenge,Xyz/Effect Monster,yugioh
Deep Sea Prima Donna,213359,ETCO-EN042,Eternity Code,Synchro/Tuner/Effect Monster,yugioh
Photon Strike Bounzer,59041,GAOV-EN043,Galactic Overlord,Xyz/Effect Monster,yugioh
Psychic End Punisher,514609,MP23-EN086,25th Anniversary Tin: Dueling Heroes Mega Pack,Synchro/Effect Monster,yugioh
Friller Rabca,67140,SDRE-EN022,Structure Deck: Realm of the Sea Emperor,Effect Monster,yugioh
"Abyssrhine, the Atlantean Spirit",651643,MP25-EN244,2025 Mega-Pack,Effect Monster,yugioh
Bahamut Shark,274761,LED9-EN011,Legendary Duelists: Duels From the Deep,Xyz/Effect Monster,yugioh
Friller Rabca,77484,SP13-EN010,Star Pack 2013,Effect Monster,yugioh
Mermail Shadow Squad,651501,MP25-EN101,2025 Mega-Pack,Effect Monster,yugioh
La Jinn the Mystical Genie of the Lamp,542267,KC01,25th Anniversary Ultimate Kaiba Set,Ultra Rare,Yu-Gi-Oh
Battle Ox,542268,KC01,25th Anniversary Ultimate Kaiba Set,Ultra Rare,Yu-Gi-Oh
Atlantean Heavy Infantry,78017,AP02-EN006,Astral Pack 2,Effect Monster,yugioh
Mermail King - Neptabyss,584299,ROTA-EN046,Rage of the Abyss,Link/Effect Monster,yugioh
Number 67: Pair-a-Dice Smasher,645281,JUSH-EN058,Justice Hunters,Xyz/Effect Monster,yugioh
Torrential Tribute,33032,SDDE-EN031,Structure Deck: The Dark Emperor,Normal Trap,yugioh
Sunavalon Daphne,239578,LIOV,Lightning Overdrive,Common,Yu-Gi-Oh
Mermail King - Neptabyss,650915,25LP-EN013,Limited Pack World Championship 2025,Link/Effect Monster,yugioh
Psychic End Punisher,551066,RA02-EN032,25th Anniversary Rarity Collection II,Synchro/Effect Monster,yugioh
"Trishula, Dragon of the Ice Barrier",199565,DUDE-EN014,Duel Devastator,Synchro/Effect Monster,yugioh
Constellar Ptolemy M7,254465,MGED-EN139,Maximum Gold: El Dorado,Xyz/Effect Monster,yugioh
Vanquish Soul Caesar Valius,626912,RA04-EN046,Quarter Century Stampede,Effect Monster,yugioh
Mermail Abyssteus,173525,SHVA-EN039,Shadows in Valhalla,Effect Monster,yugioh
Friller Rabca,91843,BP03-EN090,Battle Pack 3: Monster League,Effect Monster,yugioh
"Gameciel, the Sea Turtle Kaiju",169469,BLRR-EN075,Battles of Legend: Relentless Revenge,Effect Monster,yugioh
Deep Sea Diva,129653,DUSA-EN079,Duelist Saga,Tuner/Effect Monster,yugioh
"Gameciel, the Sea Turtle Kaiju",199589,DUDE-EN037,Duel Devastator,Effect Monster,yugioh
Deep Sea Diva,592192,RA03-EN004,Quarter Century Bonanza,Tuner/Effect Monster,yugioh
Koa'ki Meiru Drago,91787,BP03-EN057,Battle Pack 3: Monster League,Effect Monster,yugioh
Evolzar Laggia,60267,CT09-EN011,2012 Collectors Tin,Xyz/Effect Monster,yugioh
Constellar Ptolemy M7,115856,PGL3-EN071,Premium Gold: Infinite Gold,Xyz/Effect Monster,yugioh
Soul of the Supreme King,485557,MAZE-EN027,Maze of Memories,Normal Trap,yugioh
Atlantean Heavy Infantry,67122,SDRE-EN004,Structure Deck: Realm of the Sea Emperor,Effect Monster,yugioh
Eria the Water Channeler,584270,ROTA-EN023,Rage of the Abyss,Effect Monster,yugioh
Harpie's Feather Storm,230333,LDS2-EN088,Legendary Duelists: Season 2,Normal Trap,yugioh
Needle Ceiling,59218,BP01-EN094,Battle Pack: Epic Dawn,Normal Trap,yugioh
Diabellze the White Witch,629383,ALIN-EN012,Alliance Insight,Effect Monster,yugioh
Constellar Ptolemy M7,129663,DUSA-EN089,Duelist Saga,Xyz/Effect Monster,yugioh
Solemn Strike,169501,BLRR-EN102,Battles of Legend: Relentless Revenge,Counter Trap,yugioh
Deep Sea Diva,31878,RGBT-EN035,Raging Battle,Tuner Monster,yugioh
Deck Lockdown,210299,DUOV-EN090,Duel Overload,Continuous Spell,yugioh
Cloudcastle,105277,MP15-EN125,2015 Mega-Tins Mega Pack,Synchro/Effect Monster,yugioh
"Trishula, Dragon of the Ice Barrier",253934,MGED-EN027,Maximum Gold: El Dorado,Synchro/Effect Monster,yugioh
Adamancipator Risen - Dragite,211612,SESL-EN009,Secret Slayers,Synchro/Effect Monster,yugioh
"Poseidra Abyss, the Atlantean Dragon Lord",584295,ROTA-EN043,Rage of the Abyss,Xyz/Effect Monster,yugioh
Ferret Flames,286315,SDCB-EN039,Structure Deck: Legend of the Crystal Beasts,Normal Trap,yugioh
Mermail Abyssteus,136840,BLLR-EN051,Battles of Legend: Light's Revenge,Effect Monster,yugioh
Needle Ceiling,32229,GLD1-EN041,Gold Series 2008,Normal Trap,yugioh
Needle Ceiling,78937,BPW2-EN081,Battle Pack 2: War of the Giants Round 2,Normal Trap,yugioh
"Trishula, Dragon of the Ice Barrier",232227,SDFC-EN045,Structure Deck: Freezing Chains,Synchro/Effect Monster,yugioh
Hero Blast,57973,RYMP,Ra Yellow Mega Pack,Super Rare,Yu-Gi-Oh
Stone Statue of the Aztecs,23224,AST,Ancient Sanctuary,Super Rare,Yu-Gi-Oh
Vanquish Soul Razen,689636,RA05,Rarity Collection 5,Super Rare,Yu-Gi-Oh
Destiny HERO - Diamond Dude,57974,RYMP,Ra Yellow Mega Pack,Common,Yu-Gi-Oh
Destiny HERO - Disk Commander,57976,RYMP,Ra Yellow Mega Pack,Rare,Yu-Gi-Oh
Typhoon,91702,BP03-EN235,Battle Pack 3: Monster League,Normal Trap,yugioh
Orcust Cymbal Skeleton,635975,BLMM-EN084,Battles of Legend: Monster Mayhem,Effect Monster,yugioh
Combined Maneuver - Engage Zero!,683068,L26D-ENS33,Legendary Modern Decks 2026,Link/Effect Monster,Yu-Gi-Oh
Orcust Harp Horror,554926,BLTR-EN071,Battles of Legend: Terminal Revenge,Effect Monster,yugioh
Wind-Up Arsenal Zenmaioh,256374,BROL-EN083,Brothers of Legend,Xyz/Effect Monster,yugioh
Crystron Halqifibrax,210209,DUOV-EN001,Duel Overload,Link/Effect Monster,yugioh
"Girsu, the Orcust Mekk-Knight",635979,BLMM-EN088,Battles of Legend: Monster Mayhem,Effect Monster,yugioh
Orcust Cymbal Skeleton,177977,SOFU-EN015,Soul Fusion,Effect Monster,yugioh
Pot of Duality,35815,DREV-EN062,Duelist Revolution,Normal Spell,yugioh
"Galatea, the Orcust Automaton",635984,BLMM-EN093,Battles of Legend: Monster Mayhem,Link/Effect Monster,yugioh
El Shaddoll Winda,105231,MP15-EN093,2015 Mega-Tins Mega Pack,Fusion/Effect Monster,yugioh
True King of All Calamities,131163,MACR-EN046,Maximum Crisis,Xyz/Effect Monster,yugioh
Deck Lockdown,78059,AP03-EN023,Astral Pack 3,Normal Spell,yugioh
Crystron Halqifibrax,269550,GFP2-EN149,Ghosts From the Past: The 2nd Haunting,Link/Effect Monster,yugioh
Orcust Cymbal Skeleton,205795,OP12-EN007,OTS Tournament Pack 12,Effect Monster,yugioh
Orcust Harp Horror,177978,SOFU-EN016,Soul Fusion,Effect Monster,yugioh
Spright Gamma Burst,554963,BLTR-EN105,Battles of Legend: Terminal Revenge,Quick-Play Spell,yugioh
Ryu-Kishin Powered,542269,KC01,25th Anniversary Ultimate Kaiba Set,Ultra Rare,Yu-Gi-Oh
Mystic Horseman,542270,KC01,25th Anniversary Ultimate Kaiba Set,Ultra Rare,Yu-Gi-Oh
